Market,Model,Sharpe_Mean,Sharpe_Std,CI_Lower,CI_Upper,Ann_Return_pct,Ann_Vol_pct,Turnover_pct
S&P 500,equal_weight,0.9792266523810444,4.440892098500626e-16,0.8185549537463376,1.1572613981835165,19.163535136258123,19.570071024579352,0.0
S&P 500,adaptive,1.1165352025788589,0.17518085117767,0.9632827995238242,1.2852118617853114,25.65482818827499,22.97051390921444,96.46829216660629
S&P 500,fixed,1.0894213934037817,0.17350215953449696,0.9151782071477758,1.271556163332192,25.17100406986644,23.08505216772,96.47372480652531
BIST-100,equal_weight,3.57019202321959,4.440892098500626e-16,2.877626904284349,4.218350518081193,117.65981970336625,32.95616004353204,0.0
BIST-100,adaptive,2.817131520467157,0.5801919427760625,2.257775452166225,3.396709742976569,110.62440427635234,39.119546024837256,104.56994078873758
BIST-100,fixed,2.7616281244754686,0.8244964008578411,2.1790575767993348,3.3782762767061723,108.250319541874,39.154366191648194,103.54491319552362
